exchange,name,token,trading_symbol,lot_size,tick_size
NSE,SANSERA,5751,SANSERA-EQ,1,0.05
NSE,SANOFICONR,25222,SANOFICONR-EQ,1,0.05
NSE,SANOFI,1442,SANOFI-EQ,1,0.05
NSE,SELMC,6274,SELMC-BE,1,0.01
NSE,SANGINITA,11032,SANGINITA-EQ,1,0.01
NSE,SANGHIIND,2997,SANGHIIND-EQ,1,0.01
NSE,SANGANI,18038,SANGANI-ST,3000,0.05
NSE,SANGAMIND,4184,SANGAMIND-EQ,1,0.05
NSE,SANDUMA,18359,SANDUMA-EQ,1,0.05
NSE,SANDHAR,2397,SANDHAR-EQ,1,0.05
NSE,SANDESH,2988,SANDESH-EQ,1,0.05
NSE,SANCO,14630,SANCO-BZ,1,0.01
NSE,SANGHVIMOV,14058,SANGHVIMOV-EQ,1,0.05
NSE,SEMAC,11964,SEMAC-BE,1,0.05
NSE,SENCO,17271,SENCO-EQ,1,0.05
NSE,SEPC,15308,SEPC-EQ,1,0.01
NSE,SHYAMMETL,4693,SHYAMMETL-EQ,1,0.05
NSE,SHYAMCENT,10188,SHYAMCENT-EQ,1,0.01
NSE,SHUBHSHREE,25243,SHUBHSHREE-ST,1200,0.05
NSE,SHUBHLAXMI,6460,SHUBHLAXMI-ST,1000,0.05
NSE,SHRITECH,17684,SHRITECH-SM,2000,0.05
NSE,SHRIRAMPPS,7200,SHRIRAMPPS-EQ,1,0.01
NSE,SHRIRAMFIN,4306,SHRIRAMFIN-EQ,1,0.05
NSE,SHRIPISTON,17186,SHRIPISTON-EQ,1,0.05
NSE,SHREYANIND,3126,SHREYANIND-EQ,1,0.05
NSE,SHRENIK,11150,SHRENIK-BE,1,0.01
NSE,SHREERAMA,7634,SHREERAMA-BE,1,0.01
NSE,SHREEPUSHK,10592,SHREEPUSHK-BE,1,0.01
NSE,SHREEOSFM,20603,SHREEOSFM-SM,1000,0.05
NSE,SHREEKARNI,23074,SHREEKARNI-SM,600,0.05
NSE,SHREECEM,3103,SHREECEM-EQ,1,0.05
NSE,SHYAMTEL,13740,SHYAMTEL-EQ,1,0.01
NSE,SIDDHIKA,3148,SIDDHIKA-SM,1000,0.05
NSE,SIEMENS,3150,SIEMENS-EQ,1,0.05
NSE,SIGACHI,6663,SIGACHI-EQ,1,0.01
NSE,SINDHUTRAD,16859,SINDHUTRAD-EQ,1,0.01
NSE,SINCLAIR,23480,SINCLAIR-EQ,1,0.01
NSE,SIMPLEXINF,9331,SIMPLEXINF-BE,1,0.01
NSE,SIMBHALS,14616,SIMBHALS-BE,1,0.01
NSE,SILVERTUC,9422,SILVERTUC-EQ,1,0.05
NSE,SILLYMONKS,19097,SILLYMONKS-EQ,1,0.01
NSE,SILKFLEX,23739,SILKFLEX-ST,2000,0.05
NSE,SHREDIGCEM,3099,SHREDIGCEM-EQ,1,0.01
NSE,SILINV,9328,SILINV-BE,1,0.05
NSE,SIL,11298,SIL-BE,1,0.01
NSE,SIKKO,6218,SIKKO-EQ,1,0.01
NSE,SIGNPOST,22656,SIGNPOST-EQ,1,0.05
NSE,SIGNORIA,23147,SIGNORIA-SM,2000,0.05
NSE,SIGNATURE,18743,SIGNATURE-EQ,1,0.05
NSE,SIGMA,16658,SIGMA-EQ,1,0.05
NSE,SIGIND,4522,SIGIND-EQ,1,0.01
NSE,SILGO,2492,SILGO-EQ,1,0.01
NSE,TARC,1581,TARC-EQ,1,0.05
NSE,SHRADHA,716,SHRADHA-BE,1,0.01
NSE,SHK,11212,SHK-EQ,1,0.05
NSE,SHAKTIPUMP,25578,SHAKTIPUMP-BE,1,0.05
NSE,SHAIVAL,10684,SHAIVAL-ST,3600,0.05
NSE,SHAILY,8727,SHAILY-EQ,1,0.05
NSE,SHAHALLOYS,11859,SHAHALLOYS-BE,1,0.01
NSE,SHAH,20300,SHAH-BE,1,0.01
NSE,SGL,13370,SGL-BE,1,0.01
NSE,SGIL,5114,SGIL-EQ,1,0.05
NSE,SFL,19184,SFL-EQ,1,0.05
NSE,SEYAIND,10836,SEYAIND-BE,1,0.01
NSE,SETUINFRA,18024,SETUINFRA-BZ,1,0.01
NSE,SETCO,17514,SETCO-EQ,1,0.01
NSE,SESHAPAPER,3066,SESHAPAPER-EQ,1,0.05
NSE,SERVOTECH,5507,SERVOTECH-EQ,1,0.01
NSE,SERVICE,17399,SERVICE-SM,2000,0.05
NSE,SEQUENT,14345,SEQUENT-BE,1,0.01
NSE,SHALBY,714,SHALBY-EQ,1,0.05
NSE,SHALPAINTS,15342,SHALPAINTS-EQ,1,0.01
NSE,SHANKARA,20321,SHANKARA-EQ,1,0.05
NSE,SHANTHALA,19752,SHANTHALA-SM,1200,0.05
NSE,SHIVAUM,13471,SHIVAUM-ST,500,0.05
NSE,SHIVATEX,804,SHIVATEX-EQ,1,0.01
NSE,SHIVAMILLS,1497,SHIVAMILLS-EQ,1,0.01
NSE,SHIVAMAUTO,13757,SHIVAMAUTO-BE,1,0.01
NSE,SHIVALIK,7016,SHIVALIK-EQ,1,0.05
NSE,SHILPAMED,17752,SHILPAMED-EQ,1,0.05
NSE,SHIGAN,8394,SHIGAN-SM,1500,0.05
NSE,SHOPERSTOP,11813,SHOPERSTOP-EQ,1,0.05
NSE,SHERA,14172,SHERA-SM,1000,0.05
NSE,SHEKHAWATI,21099,SHEKHAWATI-BE,1,0.01
NSE,SHEETAL,20415,SHEETAL-SM,2000,0.05
NSE,SHAREINDIA,104,SHAREINDIA-EQ,1,0.05
NSE,SHARDAMOTR,10530,SHARDAMOTR-EQ,1,0.05
NSE,SHARDACROP,4992,SHARDACROP-EQ,1,0.05
NSE,SHANTIGEAR,3078,SHANTIGEAR-EQ,1,0.05
NSE,SHANTI,5650,SHANTI-EQ,1,0.01
NSE,SHEMAROO,5068,SHEMAROO-EQ,1,0.01
NSE,SAHAJ,18354,SAHAJ-SM,4000,0.05
NSE,TARIL,15178,TARIL-BE,1,0.05
NSE,TARSONS,6943,TARSONS-EQ,1,0.05
NSE,VIPCLOTHNG,14847,VIPCLOTHNG-BE,1,0.01
NSE,VINYLINDIA,16821,VINYLINDIA-EQ,1,0.05
NSE,VINYAS,19213,VINYAS-ST,200,0.05
NSE,VINSYS,17898,VINSYS-SM,500,0.05
NSE,VINNY,12506,VINNY-BE,1,0.01
NSE,VINEETLAB,3807,VINEETLAB-EQ,1,0.01
NSE,VINDHYATEL,3694,VINDHYATEL-EQ,1,0.05
NSE,VINCOFE,25835,VINCOFE-EQ,1,0.01
NSE,VINATIORGA,17364,VINATIORGA-EQ,1,0.05
NSE,VIMTALABS,13101,VIMTALABS-EQ,1,0.05
NSE,VILINBIO,16954,VILINBIO-SM,4000,0.05
NSE,VILAS,23909,VILAS-SM,1000,0.05
NSE,VIKASLIFE,9931,VIKASLIFE-EQ,1,0.01
NSE,VIKASECO,25756,VIKASECO-EQ,1,0.01
NSE,VIJIFIN,17691,VIJIFIN-EQ,1,0.01
NSE,VIPIND,3703,VIPIND-EQ,1,0.05
NSE,VIJAYA,5585,VIJAYA-EQ,1,0.05
NSE,VIPULLTD,8437,VIPULLTD-BE,1,0.01
NSE,VISAKAIND,4221,VISAKAIND-EQ,1,0.01
NSE,VOLTAMP,13577,VOLTAMP-EQ,1,0.05
NSE,VMART,29284,VMART-EQ,1,0.05
NSE,VMARCIND,3193,VMARCIND-ST,1000,0.05
NSE,VLSFINANCE,3715,VLSFINANCE-EQ,1,0.05
NSE,VLINFRA,24609,VLINFRA-ST,3000,0.05
NSE,VLEGOV,18021,VLEGOV-BE,1,0.01
NSE,VIVO,7620,VIVO-ST,1600,0.05
NSE,VIVIDHA,29877,VIVIDHA-EQ,1,0.01
NSE,VIVIANA,10970,VIVIANA-ST,500,0.05
NSE,VITAL,11920,VITAL-SM,1200,0.05
NSE,VISHWAS,23370,VISHWAS-SM,1600,0.05
NSE,VISHWARAJ,13702,VISHWARAJ-EQ,1,0.01
NSE,VISHNUINFR,19307,VISHNUINFR-ST,500,0.05
NSE,VISHNU,6908,VISHNU-EQ,1,0.05
NSE,VISAMAN,24274,VISAMAN-SM,3000,0.05
NSE,VIRINCHI,15295,VIRINCHI-EQ,1,0.01
NSE,VIESL,25231,VIESL-SM,800,0.05
NSE,VIDHIING,13536,VIDHIING-EQ,1,0.05
NSE,VIAZ,14316,VIAZ-SM,2000,0.05
NSE,VBL,18921,VBL-EQ,1,0.05
NSE,VASWANI,25344,VASWANI-BE,1,0.01
NSE,VASCONEQ,18110,VASCONEQ-EQ,1,0.01
NSE,VASA,1274,VASA-SM,4000,0.05
NSE,VARROC,3857,VARROC-EQ,1,0.05
NSE,VARDMNPOLY,6893,VARDMNPOLY-BE,1,0.01
NSE,VARDHACRLC,11220,VARDHACRLC-EQ,1,0.01
NSE,VALIANTORG,330,VALIANTORG-EQ,1,0.05
NSE,VALIANTLAB,19218,VALIANTLAB-EQ,1,0.01
NSE,VAKRANGEE,13342,VAKRANGEE-EQ,1,0.01
NSE,VAISHALI,16621,VAISHALI-BE,1,0.01
NSE,VAIBHAVGBL,11364,VAIBHAVGBL-EQ,1,0.05
NSE,VADILALIND,24196,VADILALIND-EQ,1,0.05
NSE,V2RETAIL,14770,V2RETAIL-BE,1,0.05
NSE,V1NSETEST,12863,V1NSETEST-EQ,1,0.05
NSE,VCL,9027,VCL-BE,1,0.01
NSE,VDEAL,25054,VDEAL-SM,1200,0.05
NSE,VEDL,3063,VEDL-EQ,1,0.05
NSE,VHLTD,23386,VHLTD-BE,1,0.01
NSE,VHL,11892,VHL-EQ,1,0.05
NSE,VGUARD,15362,VGUARD-EQ,1,0.05
NSE,VETO,8660,VETO-BE,1,0.01
NSE,VESUVIUS,3676,VESUVIUS-EQ,1,0.05
NSE,VERTOZ,18863,VERTOZ-EQ,1,0.01
NSE,VERTEXPLUS,14491,VERTEXPLUS-SM,600,0.05
NSE,VOLTAS,3718,VOLTAS-EQ,1,0.05
NSE,VERITAAS,23775,VERITAAS-SM,1200,0.05
NSE,VERA,2666,VERA-SM,1500,0.05
NSE,VENUSREM,13859,VENUSREM-EQ,1,0.05
NSE,VENUSPIPES,9592,VENUSPIPES-EQ,1,0.05
NSE,VENKEYS,3757,VENKEYS-EQ,1,0.05
NSE,VELS,14590,VELS-SM,1200,0.05
NSE,VEEKAYEM,10713,VEEKAYEM-ST,500,0.05
NSE,VEEDOL,14019,VEEDOL-EQ,1,0.05
NSE,VERANDA,8890,VERANDA-EQ,1,0.05
NSE,UYFINCORP,25626,UYFINCORP-EQ,1,0.01
NSE,VPRPL,18341,VPRPL-EQ,1,0.05
NSE,VRAJ,24321,VRAJ-EQ,1,0.05
NSE,YUKEN,5501,YUKEN-EQ,1,0.05
NSE,YUDIZ,18040,YUDIZ-SM,800,0.05
NSE,YESBANK,11915,YESBANK-EQ,1,0.01
NSE,YCCL,17627,YCCL-SM,3000,0.05
NSE,YATRA,18760,YATRA-EQ,1,0.01
NSE,YATHARTH,17738,YATHARTH-EQ,1,0.05
NSE,YASHOPTICS,23451,YASHOPTICS-SM,1600,0.05
NSE,YASHO,18131,YASHO-EQ,1,0.05
NSE,YAARI,24999,YAARI-EQ,1,0.01
NSE,XTGLOBAL,25235,XTGLOBAL-EQ,1,0.01
NSE,XPROINDIA,11407,XPROINDIA-EQ,1,0.05
NSE,XELPMOC,8478,XELPMOC-BE,1,0.01
NSE,XCHANGING,11705,XCHANGING-EQ,1,0.01
NSE,WTICAB,22725,WTICAB-SM,1000,0.05
NSE,WSTCSTPAPR,3799,WSTCSTPAPR-EQ,1,0.05
NSE,ZAGGLE,18611,ZAGGLE-BE,1,0.05
NSE,WSI,14828,WSI-EQ,1,0.01
NSE,ZEAL,17766,ZEAL-SM,600,0.05
NSE,ZEELEARN,20852,ZEELEARN-EQ,1,0.01
NSE,ZUARIIND,3827,ZUARIIND-EQ,1,0.05
NSE,ZUARI,29050,ZUARI-EQ,1,0.01
NSE,ZTECH,23979,ZTECH-ST,1200,0.05
NSE,ZOTA,11394,ZOTA-EQ,1,0.05
NSE,ZOMATO,5097,ZOMATO-EQ,1,0.05
NSE,ZODIACLOTH,3821,ZODIACLOTH-EQ,1,0.01
NSE,ZODIAC,7138,ZODIAC-BE,1,0.05
NSE,ZIMLAB,12384,ZIMLAB-EQ,1,0.01
NSE,ZFCVINDIA,16915,ZFCVINDIA-EQ,1,0.05
NSE,ZENTEC,7508,ZENTEC-EQ,1,0.05
NSE,ZENSARTECH,1076,ZENSARTECH-EQ,1,0.05
NSE,ZENITHSTL,14566,ZENITHSTL-BE,1,0.01
NSE,ZENITHEXPO,8802,ZENITHEXPO-BE,1,0.05
NSE,ZENITHDRUG,22806,ZENITHDRUG-ST,1600,0.05
NSE,ZEEMEDIA,14006,ZEEMEDIA-BE,1,0.01
NSE,ZEEL,3812,ZEEL-EQ,1,0.01
NSE,WORTH,22277,WORTH-EQ,1,0.01
NSE,WONDERLA,3002,WONDERLA-EQ,1,0.05
NSE,WOMANCART,19632,WOMANCART-ST,1600,0.05
NSE,WEIZMANIND,3748,WEIZMANIND-EQ,1,0.01
NSE,WEBELSOLAR,14602,WEBELSOLAR-EQ,1,0.05
NSE,WEALTH,1933,WEALTH-BE,1,0.05
NSE,WCIL,25403,WCIL-EQ,1,0.01
NSE,WANBURY,14067,WANBURY-BE,1,0.05
NSE,WALPAR,5013,WALPAR-SM,2000,0.05
NSE,WALCHANNAG,3736,WALCHANNAG-EQ,1,0.05
NSE,WABAG,20188,WABAG-EQ,1,0.05
NSE,VTL,2073,VTL-EQ,1,0.05
NSE,VSTTILLERS,24292,VSTTILLERS-EQ,1,0.05
NSE,VSTL,22730,VSTL-EQ,1,0.05
NSE,VSTIND,3724,VSTIND-EQ,1,0.05
NSE,VSSL,27067,VSSL-EQ,1,0.05
NSE,VSCL,20973,VSCL-SM,3000,0.05
NSE,VRLLOG,8696,VRLLOG-EQ,1,0.05
NSE,WEL,7835,WEL-EQ,1,0.05
NSE,WELCORP,11821,WELCORP-EQ,1,0.05
NSE,WELENT,11626,WELENT-EQ,1,0.05
NSE,WELINV,19800,WELINV-EQ,1,0.05
NSE,WOL3D,25602,WOL3D-SM,1000,0.05
NSE,WOCKPHARMA,7506,WOCKPHARMA-EQ,1,0.05
NSE,WIPRO,3787,WIPRO-EQ,1,0.05
NSE,WIPL,20481,WIPL-EQ,1,0.01
NSE,WINSOME,14757,WINSOME-BZ,1,0.01
NSE,WINSOL,23714,WINSOL-SM,1600,0.05
NSE,WINNY,24173,WINNY-SM,1000,0.05
NSE,VR,23023,VR-ST,1600,0.05
NSE,WINDMACHIN,24969,WINDMACHIN-EQ,1,0.01
NSE,WILLAMAGOR,3772,WILLAMAGOR-EQ,1,0.01
NSE,WHIRLPOOL,18011,WHIRLPOOL-EQ,1,0.05
NSE,WHEELS,3766,WHEELS-EQ,1,0.05
NSE,WEWIN,9862,WEWIN-EQ,1,0.01
NSE,WESTLIFE,11580,WESTLIFE-EQ,1,0.05
NSE,WENDT,4235,WENDT-EQ,1,0.05
NSE,WELSPUNLIV,11253,WELSPUNLIV-EQ,1,0.01
NSE,WINDLAS,5366,WINDLAS-EQ,1,0.05
NSE,UWCSL,5945,UWCSL-SM,2000,0.05
NSE,UTTAMSUGAR,13376,UTTAMSUGAR-EQ,1,0.05
NSE,UTSSAV,24729,UTSSAV-ST,1200,0.05
NSE,TIJARIA,25486,TIJARIA-BE,1,0.01
NSE,TIINDIA,312,TIINDIA-EQ,1,0.05
NSE,TIIL,14223,TIIL-EQ,1,0.05
NSE,TI,19196,TI-EQ,1,0.05
NSE,THYROCARE,17032,THYROCARE-EQ,1,0.05
NSE,THOMASCOTT,31017,THOMASCOTT-EQ,1,0.01
NSE,THOMASCOOK,3481,THOMASCOOK-EQ,1,0.01
NSE,THESL,25648,THESL-SM,3000,0.05
NSE,THERMAX,3475,THERMAX-EQ,1,0.05
NSE,THEMISMED,14485,THEMISMED-EQ,1,0.05
NSE,THEJO,19279,THEJO-EQ,1,0.05
NSE,THEINVEST,21427,THEINVEST-EQ,1,0.01
NSE,THANGAMAYL,18118,THANGAMAYL-EQ,1,0.05
NSE,TGL,23530,TGL-ST,1200,0.05
NSE,TGBHOTELS,14607,TGBHOTELS-EQ,1,0.01
NSE,TIL,9802,TIL-BE,1,0.05
NSE,TFL,14323,TFL-BE,1,0.01
NSE,TIMESCAN,7800,TIMESCAN-SM,2000,0.05
NSE,TIMETECHNO,14707,TIMETECHNO-EQ,1,0.05
NSE,TORNTPHARM,3518,TORNTPHARM-EQ,1,0.05
NSE,TOLINS,25262,TOLINS-EQ,1,0.01
NSE,TOKYOPLAST,3837,TOKYOPLAST-EQ,1,0.01
NSE,TNTELE,3512,TNTELE-EQ,1,0.01
NSE,TNPL,3980,TNPL-EQ,1,0.01
NSE,TNPETRO,3509,TNPETRO-EQ,1,0.01
NSE,TMB,10945,TMB-EQ,1,0.05
NSE,TITAN,3506,TITAN-EQ,1,0.05
NSE,TITAGARH,15414,TITAGARH-EQ,1,0.05
NSE,TIRUPATIFL,22284,TIRUPATIFL-BE,1,0.01
NSE,TIRUPATI,21868,TIRUPATI-SM,250,0.05
NSE,TIRUMALCHM,3496,TIRUMALCHM-EQ,1,0.05
NSE,TIPSMUSIC,9117,TIPSMUSIC-EQ,1,0.05
NSE,TIPSFILMS,11374,TIPSFILMS-EQ,1,0.05
NSE,TIMKEN,14198,TIMKEN-EQ,1,0.05
NSE,TIMESGTY,10717,TIMESGTY-EQ,1,0.01
NSE,TFCILTD,3466,TFCILTD-EQ,1,0.01
NSE,TEXRAIL,21828,TEXRAIL-EQ,1,0.01
NSE,TEXMOPIPES,18214,TEXMOPIPES-EQ,1,0.01
NSE,TBZ,27037,TBZ-EQ,1,0.05
NSE,TBOTEK,23740,TBOTEK-EQ,1,0.05
NSE,TBI,24022,TBI-ST,1200,0.05
NSE,TATVA,5162,TATVA-EQ,1,0.05
NSE,TATATECH,20293,TATATECH-EQ,1,0.05
NSE,TATASTEEL,3499,TATASTEEL-EQ,1,0.01
NSE,TATAPOWER,3426,TATAPOWER-EQ,1,0.05
NSE,TATAMOTORS,3456,TATAMOTORS-EQ,1,0.05
NSE,TATAINVEST,1621,TATAINVEST-EQ,1,0.05
NSE,TATAELXSI,3411,TATAELXSI-EQ,1,0.05
NSE,TATACONSUM,3432,TATACONSUM-EQ,1,0.05
NSE,TATACOMM,3721,TATACOMM-EQ,1,0.05
NSE,TATACHEM,3405,TATACHEM-EQ,1,0.05
NSE,TASTYBITE,20092,TASTYBITE-EQ,1,0.05
NSE,TCI,10580,TCI-EQ,1,0.05
NSE,TCIEXP,19223,TCIEXP-EQ,1,0.05
NSE,TCIFINANCE,8722,TCIFINANCE-BE,1,0.01
NSE,TCL,22777,TCL-SM,800,0.05
NSE,TEXINFRA,11549,TEXINFRA-EQ,1,0.01
NSE,TERASOFT,19292,TERASOFT-EQ,1,0.01
NSE,TEMBO,3280,TEMBO-BE,1,0.05
NSE,TEJASNET,21131,TEJASNET-EQ,1,0.05
NSE,TEGA,7105,TEGA-EQ,1,0.05
NSE,TECILCHEM,14739,TECILCHEM-BE,1,0.01
NSE,TECHNOE,6445,TECHNOE-EQ,1,0.05
NSE,TORNTPOWER,13786,TORNTPOWER-EQ,1,0.05
NSE,TECHM,13538,TECHM-EQ,1,0.05
NSE,TECHIN,25581,TECHIN-BZ,1,0.01
NSE,TECHERA,25652,TECHERA-SM,1600,0.05
NSE,TEAMLEASE,12716,TEAMLEASE-EQ,1,0.05
NSE,TDPOWERSYS,25178,TDPOWERSYS-EQ,1,0.05
NSE,TCS,11536,TCS-EQ,1,0.05
NSE,TCPLPACK,184,TCPLPACK-EQ,1,0.05
NSE,TCLCONS,19503,TCLCONS-BE,1,0.01
NSE,TECHLABS,21078,TECHLABS-SM,500,0.05
NSE,TOTAL,22423,TOTAL-EQ,1,0.01
NSE,TOUCHWOOD,16908,TOUCHWOOD-EQ,1,0.01
NSE,TPHQ,16996,TPHQ-EQ,1,0.01
NSE,UNILEX,25633,UNILEX-SM,1600,0.05
NSE,UNIINFO,7791,UNIINFO-EQ,1,0.01
NSE,UNIHEALTH,18582,UNIHEALTH-SM,1000,0.05
NSE,UNIENTER,11293,UNIENTER-EQ,1,0.01
NSE,UNIECOM,24809,UNIECOM-EQ,1,0.01
NSE,UNIDT,201,UNIDT-EQ,1,0.05
NSE,UNICHEMLAB,3579,UNICHEMLAB-EQ,1,0.05
NSE,UMESLTD,19142,UMESLTD-EQ,1,0.01
NSE,UMANGDAIRY,11392,UMANGDAIRY-BE,1,0.01
NSE,UMAEXPORTS,8845,UMAEXPORTS-BE,1,0.01
NSE,UMA,13349,UMA-SM,4000,0.05
NSE,ULTRACEMCO,11532,ULTRACEMCO-EQ,1,0.05
NSE,UJJIVANSFB,15228,UJJIVANSFB-EQ,1,0.01
NSE,UGROCAP,5313,UGROCAP-EQ,1,0.05
NSE,UGARSUGAR,19578,UGARSUGAR-EQ,1,0.01
NSE,UNIONBANK,10753,UNIONBANK-EQ,1,0.01
NSE,UNIPARTS,13057,UNIPARTS-EQ,1,0.05
NSE,UNITDSPR,10447,UNITDSPR-EQ,1,0.05
NSE,UTKARSHBNK,17358,UTKARSHBNK-EQ,1,0.01
NSE,UTIAMC,527,UTIAMC-EQ,1,0.05
NSE,USK,14872,USK-BE,1,0.01
NSE,USHAMART,8840,USHAMART-EQ,1,0.05
NSE,USASEEDS,10610,USASEEDS-SM,300,0.05
NSE,URJA,20207,URJA-BE,1,0.01
NSE,URBAN,16917,URBAN-ST,400,0.05
NSE,UFO,9039,UFO-EQ,1,0.01
NSE,URAVI,17081,URAVI-BE,1,0.05
NSE,UNOMINDA,14154,UNOMINDA-EQ,1,0.05
NSE,UNIVPHOTO,17659,UNIVPHOTO-EQ,1,0.05
NSE,UNIVCABLES,3607,UNIVCABLES-EQ,1,0.05
NSE,UNIVASTU,18977,UNIVASTU-EQ,1,0.01
NSE,UNITEDTEA,17999,UNITEDTEA-EQ,1,0.05
NSE,UNITEDPOLY,7564,UNITEDPOLY-BE,1,0.01
NSE,UNITECH,8893,UNITECH-BZ,1,0.01
NSE,UPL,11287,UPL-EQ,1,0.05
NSE,TARMAT,14771,TARMAT-EQ,1,0.01
NSE,UFLEX,1053,UFLEX-EQ,1,0.05
NSE,UDAICEMENT,7276,UDAICEMENT-EQ,1,0.01
NSE,TRITURBINE,25584,TRITURBINE-EQ,1,0.05
NSE,TRIGYN,5428,TRIGYN-EQ,1,0.01
NSE,TRIDHYA,17210,TRIDHYA-SM,3000,0.05
NSE,TRIDENT,9685,TRIDENT-EQ,1,0.01
NSE,TRF,17987,TRF-EQ,1,0.05
NSE,TRENT,1964,TRENT-EQ,1,0.05
NSE,TREL,17795,TREL-EQ,1,0.01
NSE,TREJHARA,7605,TREJHARA-BE,1,0.05
NSE,TREEHOUSE,25086,TREEHOUSE-BE,1,0.01
NSE,TRANSWORLD,3129,TRANSWORLD-EQ,1,0.05
NSE,TRANSWIND,21261,TRANSWIND-ST,4000,0.05
NSE,TRANSTEEL,19801,TRANSTEEL-SM,2000,0.05
NSE,TRACXN,11582,TRACXN-EQ,1,0.01
NSE,TPLPLASTEH,9223,TPLPLASTEH-BE,1,0.01
NSE,TRIVENI,13081,TRIVENI-EQ,1,0.05
NSE,TROM,24642,TROM-SM,1200,0.05
NSE,TRU,9387,TRU-BE,1,0.01
NSE,TRUST,23417,TRUST-SM,1200,0.05
NSE,UCOBANK,11223,UCOBANK-EQ,1,0.01
NSE,UCL,4212,UCL-SM,2000,0.05
NSE,UCAL,3570,UCAL-EQ,1,0.01
NSE,UBL,16713,UBL-EQ,1,0.05
NSE,TVVISION,18508,TVVISION-BE,1,0.01
NSE,TVTODAY,11275,TVTODAY-EQ,1,0.01
NSE,TVSSRICHAK,14245,TVSSRICHAK-EQ,1,0.05
NSE,UDS,19113,UDS-EQ,1,0.05
NSE,TVSSCS,18151,TVSSCS-EQ,1,0.01
NSE,TVSHLTD,29008,TVSHLTD-EQ,1,0.05
NSE,TVSELECT,13120,TVSELECT-BE,1,0.05
NSE,TUNWAL,24520,TUNWAL-SM,2000,0.05
NSE,TTML,8954,TTML-EQ,1,0.01
NSE,TTL,14314,TTL-EQ,1,0.01
NSE,TTKPRESTIG,3546,TTKPRESTIG-EQ,1,0.05
NSE,TTKHLTCARE,11369,TTKHLTCARE-EQ,1,0.05
NSE,TVSMOTOR,8479,TVSMOTOR-EQ,1,0.05
NSE,A2ZINFRA,20906,A2ZINFRA-EQ,1,0.01
NSE,SAH,13689,SAH-EQ,1,0.01
NSE,SAGARDEEP,8175,SAGARDEEP-EQ,1,0.01
NSE,NAGREEKCAP,14942,NAGREEKCAP-EQ,1,0.01
NSE,NAGAFERT,17295,NAGAFERT-EQ,1,0.01
NSE,NACLIND,20425,NACLIND-EQ,1,0.01
NSE,N1NSETEST,12848,N1NSETEST-EQ,1,0.05
NSE,MYMUDRA,25208,MYMUDRA-SM,1200,0.05
NSE,MWL,10311,MWL-SM,1200,0.05
NSE,MVKAGRO,22976,MVKAGRO-SM,1200,0.05
NSE,MVGJL,19015,MVGJL-EQ,1,0.05
NSE,MUTHOOTMF,20831,MUTHOOTMF-EQ,1,0.01
NSE,MUTHOOTFIN,23650,MUTHOOTFIN-EQ,1,0.05
NSE,MUTHOOTCAP,10415,MUTHOOTCAP-EQ,1,0.05
NSE,MURUDCERA,2313,MURUDCERA-EQ,1,0.01
NSE,MUNJALSHOW,2307,MUNJALSHOW-EQ,1,0.01
NSE,MUNJALAU,13511,MUNJALAU-EQ,1,0.01
NSE,MUKTAARTS,8691,MUKTAARTS-BE,1,0.01
NSE,NAGREEKEXP,14705,NAGREEKEXP-BE,1,0.01
NSE,MUKKA,22980,MUKKA-EQ,1,0.01
NSE,NAHARCAP,15360,NAHARCAP-EQ,1,0.05
NSE,NAHARPOLY,14448,NAHARPOLY-BE,1,0.01
NSE,NBCC,31415,NBCC-EQ,1,0.01
NSE,NAZARA,2987,NAZARA-EQ,1,0.05
NSE,NAVNETEDUL,2385,NAVNETEDUL-EQ,1,0.01
NSE,NAVKARCORP,10557,NAVKARCORP-EQ,1,0.01
NSE,NAVINFLUOR,14672,NAVINFLUOR-EQ,1,0.05
NSE,NAVA,4014,NAVA-EQ,1,0.05
NSE,NAUKRI,13751,NAUKRI-EQ,1,0.05
NSE,NATIONALUM,6364,NATIONALUM-EQ,1,0.01
NSE,NATHBIOGEN,11065,NATHBIOGEN-EQ,1,0.01
NSE,NATCOPHARM,3918,NATCOPHARM-EQ,1,0.05
NSE,NARMADA,11627,NARMADA-EQ,1,0.01
NSE,NAMOEWASTE,25167,NAMOEWASTE-SM,1600,0.05
NSE,NAMAN,23382,NAMAN-ST,1600,0.05
NSE,NAM-INDIA,357,NAM-INDIA-EQ,1,0.05
NSE,NAHARSPING,14440,NAHARSPING-EQ,1,0.05
NSE,NAHARINDUS,13106,NAHARINDUS-EQ,1,0.01
NSE,MUKANDLTD,11325,MUKANDLTD-EQ,1,0.01
NSE,MUFTI,20878,MUFTI-EQ,1,0.01
NSE,MUFIN,19783,MUFIN-EQ,1,0.01
NSE,MORARJEE,25876,MORARJEE-BZ,1,0.01
NSE,MONTECARLO,5938,MONTECARLO-EQ,1,0.05
NSE,MONOPHARMA,18392,MONOPHARMA-SM,2000,0.05
NSE,MONARCH,7679,MONARCH-EQ,1,0.05
NSE,MOLDTKPAC,6713,MOLDTKPAC-EQ,1,0.05
NSE,MOLDTECH,17625,MOLDTECH-EQ,1,0.01
NSE,MOL,5394,MOL-EQ,1,0.01
NSE,MOKSH,3595,MOKSH-BE,1,0.01
NSE,MOIL,20830,MOIL-EQ,1,0.05
NSE,MOHITIND,29423,MOHITIND-EQ,1,0.01
